gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,0,0,-0.669088617785233,1,0,0,0,0,0,0,0,0,-1.5240147679735108,-0.8631834699626608,0,0,1,0,1,1,0,0
1,0,1,0,1.042157755819799,1,1,0,0,1,0,1,1,0,1.1817573223097042,1.4990665744239267,0,1,0,1,0,1,0,0
1,0,0,0,0.6754621043330062,1,1,0,1,1,0,1,1,1,1.293112807597773,1.214588896927247,1,1,0,0,0,0,0,0
1,0,0,0,-0.3023929662984405,1,0,1,0,1,1,1,1,1,1.3529456056630038,0.17768805707524446,0,1,0,0,0,0,1,0
0,0,1,1,1.490341329859212,1,1,1,1,1,1,1,1,0,1.6105590417771918,2.4758776815292665,0,1,0,0,1,1,0,0
0,0,0,0,0.7976939881619372,1,0,0,0,0,0,0,0,0,-1.4675060142452374,-0.5560508161330804,0,0,1,1,0,0,0,1
1,0,0,1,1.5718292524118325,1,1,1,0,1,0,1,1,0,1.392834137706491,2.249592630679318,0,1,0,0,1,0,0,0
0,0,1,1,-0.9135523854430947,1,0,0,0,1,1,0,0,0,-0.3190486958265015,-0.7742621363716935,1,0,0,0,0,1,0,0
0,0,0,0,-0.46536881140368164,1,0,0,1,1,0,0,1,1,0.8393807556031058,-0.18547540482207533,0,1,0,0,0,0,1,0
1,1,0,0,-1.2802480369298872,0,0,0,0,1,0,0,1,1,-0.8359375902233567,-0.9898704505662146,1,0,0,0,0,0,1,0
1,0,1,0,-0.8320644628904742,1,0,0,0,0,0,0,0,0,-1.4957603911093742,-0.9181333687409043,0,0,1,1,0,0,0,0
1,0,0,0,-1.2802480369298872,1,0,0,0,0,0,0,0,0,-1.4841262359300236,-0.9984736061356706,1,0,1,0,0,0,0,1
0,0,1,0,1.042157755819799,1,1,0,1,0,1,0,0,1,-0.16281861198951014,0.5390426503656529,0,0,0,0,1,1,0,0
1,0,1,1,0.6754621043330062,1,0,1,1,0,1,0,0,0,-0.17279074500038183,0.30309559403000746,0,0,0,0,0,1,0,0
0,0,0,0,-0.09867315991688907,1,0,1,1,0,0,0,0,1,-0.3157246514895445,-0.3320819994749083,0,0,0,0,0,0,0,0
1,0,1,1,0.5939741817803857,1,1,0,1,0,0,1,1,1,1.1485168789401317,1.087901916323693,1,1,0,0,0,0,1,0
1,0,1,1,-1.2802480369298872,0,0,0,1,0,0,0,0,0,-1.1500597800658183,-0.9940396721114126,1,0,0,0,0,0,1,0
1,0,1,0,1.6125732136881428,1,1,1,1,1,1,1,1,1,0.8460288442770204,1.8027579660257245,0,0,0,0,1,1,0,0
0,0,0,1,-0.6283446565089228,1,0,0,0,0,0,1,1,1,-0.003264483815561185,-0.5251015154562937,1,0,0,0,0,0,0,1
0,1,1,0,1.5718292524118325,1,1,1,1,1,1,0,0,1,1.0487955488314136,1.9781299834030972,0,1,0,0,1,1,0,0
1,1,1,0,-1.239504075653577,1,0,0,0,1,0,1,1,1,1.020541171967277,-0.9272218305219706,0,1,0,0,0,1,0,0
0,0,1,1,-0.22090504374581993,1,0,1,1,1,1,0,0,0,0.04493415907031928,-0.1803796896001668,0,0,0,1,0,0,0,1
1,0,0,0,-1.2802480369298872,1,0,0,0,0,0,0,0,0,-1.482464213761545,-0.9984515467624158,0,0,1,0,0,0,0,0
1,1,0,0,-1.2802480369298872,1,0,0,0,0,0,0,0,0,-0.6497911073537498,-0.9873998007616529,0,0,0,0,0,0,0,0
0,0,1,1,1.6125732136881428,1,1,1,1,0,1,1,0,0,1.166799122793397,2.191995607110472,0,1,0,0,1,0,0,0
1,0,0,0,-1.117272191824646,1,0,0,0,0,0,0,0,1,0.16293773303230216,-0.8675512258671538,1,1,0,0,0,0,1,0
0,0,0,0,0.5532302205040754,1,0,0,0,1,0,0,0,1,0.3324639942171226,0.5581019488579864,0,1,0,0,0,1,0,0
1,0,0,0,0.06430268518835204,1,1,0,1,1,0,1,1,1,1.3811999825271404,0.5585210769498316,1,1,0,0,0,0,1,0
0,0,0,0,-0.8728084241667844,1,1,0,0,1,0,1,1,1,1.0986562138857727,-0.5196749096355598,1,1,0,0,0,0,0,0
1,0,1,1,-0.9135523854430947,1,0,0,1,0,0,0,0,0,-0.5068572008645874,-0.7974906564092247,0,0,0,1,0,0,0,1
0,0,1,1,1.5310852911355224,1,1,1,1,0,0,1,0,1,0.14631751134751583,1.1422562120240514,0,0,0,0,1,1,0,0
0,0,1,1,-0.6283446565089228,1,0,0,0,0,0,0,0,0,-1.46418196990828,-0.8228368762792375,0,0,1,1,0,0,0,1
0,0,0,0,1.2458775622013503,1,1,1,1,1,1,1,0,1,0.5003282332334644,1.1374472686544577,0,0,0,0,1,1,0,0
0,0,1,0,-0.7913205016141639,1,1,1,1,0,1,1,0,1,0.3790006149345245,-0.5743600959347432,0,0,0,0,0,0,1,0
0,0,0,0,0.6754621043330062,1,1,0,0,0,0,0,1,1,0.6548962949019775,0.7162235363499371,0,1,0,0,0,0,1,0
1,0,0,0,-1.239504075653577,1,0,0,1,0,0,0,0,0,-0.5168293338754592,-0.9645683494427119,0,0,0,0,0,0,0,1
0,0,0,0,-1.239504075653577,1,0,0,0,0,0,1,0,1,0.526920587929123,-0.9437663604632323,1,1,0,0,0,0,1,0
1,0,0,0,0.7976939881619372,1,1,1,0,0,1,1,1,1,0.4970041888965074,0.8534769567426436,0,0,0,0,1,1,0,0
0,0,1,1,1.490341329859212,1,1,1,0,1,1,0,0,1,-0.021546727668826055,0.8694920617257849,0,0,0,0,1,1,0,0
0,1,0,0,0.4309983366751446,1,1,0,1,0,0,1,0,1,0.8460288442770204,0.6862448480963711,0,1,0,0,0,0,1,0
0,0,0,0,-0.7098325790615433,1,0,1,1,0,0,1,1,1,1.1402067680977386,-0.37805373333836045,1,1,0,0,0,1,0,0
0,1,1,0,-0.3023929662984405,1,1,1,0,0,1,1,0,1,0.15628964435838755,-0.23411632284938447,0,0,0,0,0,1,0,0
0,1,1,0,-0.9950403079957153,1,1,0,1,0,0,0,0,1,0.526920587929123,-0.727959511909416,1,1,0,0,0,1,0,0
0,1,1,1,1.1236456783724196,1,0,1,1,1,1,0,1,1,0.33412601638560113,0.9587222265423224,0,0,0,1,0,1,0,0
1,1,0,0,-0.5876006952326125,1,1,0,0,0,0,1,1,1,1.0188791497987986,-0.23416044159589455,1,1,0,0,0,0,1,0
0,0,1,1,1.2458775622013503,1,1,1,0,0,0,1,1,1,1.1584890119510038,1.7770587961836313,0,1,0,1,0,1,0,0
1,1,1,1,1.3681094460302812,1,1,0,1,1,1,1,1,1,1.4510049136032432,2.1146333851051335,0,1,0,1,0,0,1,0
0,0,1,1,0.06430268518835204,1,1,0,0,0,0,0,0,0,-1.3245721077560748,-0.6128095835182352,0,0,1,0,1,1,0,0
0,0,0,0,1.6125732136881428,1,1,0,0,1,1,1,1,1,1.4194264924021491,2.4575904611008585,0,1,0,0,1,1,0,0
0,0,1,0,0.5939741817803857,1,1,0,0,1,0,1,1,1,1.1867433888151404,1.0693499834162252,0,1,0,0,0,0,1,0
1,0,0,0,1.1236456783724196,1,1,0,1,0,0,1,0,1,0.8343946890976701,1.397416982464815,0,1,0,0,0,0,0,0
1,0,1,0,1.6125732136881428,0,0,1,1,1,0,0,0,0,-0.7544985039679036,0.29943373806967477,0,0,0,0,1,0,0,0
0,0,1,1,-0.5876006952326125,1,0,0,0,1,1,0,0,1,-0.3456410505221598,-0.5851030107099358,0,0,0,1,0,1,0,0
0,0,0,0,-0.954296346719405,1,1,0,0,0,0,1,1,0,0.9839766842607471,-0.6291555791002016,1,1,0,0,0,0,1,0
0,0,0,0,-1.1987601143772666,1,0,0,1,0,1,1,1,1,0.3490842159019089,-0.8996696733264564,0,0,0,0,0,0,1,0
1,0,1,0,0.5939741817803857,1,1,0,1,0,0,0,0,1,0.4687498120323708,0.6031251296714728,0,1,0,1,0,0,1,0
0,0,0,0,-0.0579291986405788,1,0,0,1,1,1,1,1,0,0.4787219450432425,0.09436980429105085,0,0,0,0,1,0,0,1
0,0,1,1,0.7162060656093165,1,0,0,0,0,0,0,0,0,-1.4841262359300236,-0.5966621222955638,0,0,1,0,1,0,0,0
1,0,0,0,-0.9135523854430947,1,0,1,0,1,0,0,0,1,0.5003282332334644,-0.6158758364006823,0,1,0,0,0,0,0,1
1,0,0,0,-1.2802480369298872,1,0,0,0,0,1,0,0,0,-0.5234774225493737,-0.9857232883942716,0,0,0,0,0,0,0,1
0,0,1,1,0.7976939881619372,1,0,0,0,0,0,0,0,1,-1.4758161250876305,-0.5261824247457894,0,0,1,1,0,0,1,0
1,1,1,1,1.2866215234776606,1,1,1,0,1,1,1,1,1,1.5557123102173969,2.1246262811896552,0,1,0,0,1,0,0,0
1,0,1,1,1.20513360092504,1,1,0,0,0,0,0,0,1,-1.3478404181147756,-0.37884787077554105,0,0,1,0,1,0,0,0
0,0,0,1,-1.1987601143772666,1,0,1,0,0,1,0,1,1,-0.009912572489475814,-0.929096877248647,0,0,0,0,0,0,0,0
0,1,0,0,0.9606698332671783,1,1,1,1,1,0,1,1,0,1.519147822510867,1.7013069084259083,0,1,0,1,0,0,1,0
0,0,0,0,0.5532302205040754,1,0,0,0,0,0,0,1,0,-0.30409049631019397,0.17892338197752522,0,0,0,1,0,1,0,0
0,0,1,1,-0.9950403079957153,1,0,1,1,0,0,0,0,0,-0.33733093967976663,-0.7946008785128177,0,0,0,0,0,0,0,1
1,1,0,0,-0.09867315991688907,1,0,1,1,0,0,1,1,1,0.33080197204864403,-0.07588443849115842,0,0,0,0,0,0,1,0
0,0,1,1,0.5124862592277651,1,1,0,0,0,0,0,0,1,-1.292993686554981,-0.4706148635164054,0,0,1,1,0,1,0,0
0,0,0,1,-1.2802480369298872,1,0,0,0,0,0,1,0,1,0.48370801154867815,-0.9723553082017324,1,1,0,0,0,0,1,0
0,0,1,1,-0.8728084241667844,0,0,1,0,0,0,1,1,0,-0.47361675749501464,-0.757938200162982,0,0,0,0,0,0,1,0
0,0,1,0,-1.0357842692720254,1,0,0,0,1,0,0,0,1,0.3440981493964733,-0.7881374821490981,1,1,0,0,0,0,0,0
0,0,0,0,0.3902543753988343,1,0,0,1,1,1,1,1,1,1.29643685193473,0.9018752216641474,0,1,0,0,0,0,0,0
0,0,1,0,0.6754621043330062,1,0,0,0,0,0,0,0,1,-1.4841262359300236,-0.5779337144020558,0,0,1,0,1,0,0,0
1,0,0,0,-0.954296346719405,1,1,0,1,0,0,1,1,1,1.146854856771653,-0.6020225499965326,0,1,0,0,0,1,0,0
0,0,1,0,0.10504664646466233,1,0,1,0,0,0,1,0,1,-0.08802761440797163,-0.029934764000961348,0,0,0,1,0,0,0,0
0,0,1,1,0.6347181430566959,1,0,0,0,0,0,0,0,0,-1.4675060142452374,-0.5410283829464149,0,0,1,0,1,0,0,0
0,0,1,1,0.5532302205040754,1,0,0,0,0,0,0,0,1,-1.490774324603938,-0.5983386346629451,0,0,1,0,1,0,0,1
1,0,1,0,-0.13941712119319935,0,0,0,0,0,0,1,0,0,-1.0320562061038354,-0.5620950844049546,0,0,0,0,0,0,0,1
1,0,1,1,-0.09867315991688907,1,0,0,1,1,0,0,0,0,0.5734572086465244,0.12657648924337345,0,1,0,0,0,0,0,0
1,1,0,0,-1.2802480369298872,1,0,0,0,0,1,0,0,0,0.32913994988016554,-0.9744068299144488,0,1,0,0,0,0,1,0
1,0,1,1,1.3681094460302812,1,1,1,0,1,1,1,1,1,0.6382760732171912,1.5136919388920016,0,0,0,0,1,0,0,1
0,0,0,0,1.3273654847539709,1,1,1,1,1,0,1,1,1,1.5374300663641318,2.1281557809104577,0,1,0,0,0,1,0,0
1,0,0,0,1.6125732136881428,1,1,0,1,1,0,1,1,1,1.2000395661629697,2.2834758279990215,0,1,0,0,1,0,0,0
0,0,0,0,-0.8320644628904742,1,1,1,0,0,0,0,0,1,0.47041183420084937,-0.59822833779667,1,1,0,0,0,0,1,0
1,0,1,1,1.5718292524118325,1,1,1,1,0,1,0,0,1,0.06820246942901978,1.0877033819643978,0,0,0,1,0,1,0,0
1,0,0,0,-1.117272191824646,1,0,0,0,0,0,0,0,0,-1.4542098368974083,-0.9571343406557717,1,0,1,0,0,0,0,1
1,0,0,0,0.7976939881619372,1,0,0,0,0,0,0,0,0,-1.4558718590658868,-0.5188807721983792,0,0,1,0,1,0,0,0
0,1,1,0,-0.3023929662984405,1,0,0,1,1,0,1,1,1,1.120262502075995,0.10200234743728628,1,1,0,0,0,0,1,0
1,0,0,0,-1.2802480369298872,1,0,0,0,0,0,0,0,0,-1.482464213761545,-0.9984515467624158,0,0,1,0,0,0,0,1
0,0,1,1,-1.2802480369298872,1,0,0,0,0,0,0,0,0,-1.5073945462887244,-0.998782437361241,0,0,1,0,0,0,1,0
1,0,0,0,0.22727853029359316,1,1,0,0,1,1,1,0,0,1.0039209502824908,0.5833819906082339,0,1,0,1,0,0,0,0
0,1,1,0,1.3681094460302812,0,0,0,1,1,0,1,0,0,-0.639818974342878,0.32822122016746996,0,0,0,1,0,0,0,0
1,0,1,0,1.4495973685829018,1,1,0,1,1,1,1,1,1,1.5025276008260806,2.350889272666349,1,1,0,0,1,0,0,0
1,0,0,0,-1.117272191824646,0,0,0,0,0,0,0,0,0,-1.3461783959462972,-0.963156549554391,0,0,0,0,0,0,0,1
0,0,1,1,1.6125732136881428,1,1,1,1,0,0,1,1,1,1.3080710071140809,2.2146505834433734,0,1,0,1,0,0,1,0
0,0,0,0,-0.01718523736426852,0,0,1,0,0,0,0,0,0,-1.151721802234297,-0.5980959815571398,0,0,0,1,0,0,0,1
1,0,0,0,0.4309983366751446,1,1,0,0,0,0,1,1,0,0.9823146620922681,0.7226648733404017,0,1,0,1,0,0,0,1
1,0,1,1,1.6125732136881428,1,0,0,0,0,0,0,0,0,-1.5090565684572033,-0.40591472175944504,0,0,1,0,1,1,0,0
1,0,1,0,0.919925871990868,1,1,1,1,0,0,1,0,1,1.0620917261792429,1.3039734773565694,1,1,0,0,0,0,1,0
0,0,0,0,0.7976939881619372,1,0,1,0,1,1,0,0,0,-0.2276374765601767,0.33483903214397465,0,0,0,1,0,1,0,0
0,0,0,0,0.4309983366751446,1,0,0,1,1,0,1,0,1,0.8925654649944222,0.7371358221956918,0,1,0,0,0,0,1,0
0,1,1,0,0.18653456901728288,1,1,0,0,0,0,0,0,1,0.3889727479453962,0.2580282944700108,1,1,0,0,0,0,1,0
0,0,1,1,1.2866215234776606,0,0,0,1,0,1,1,1,1,-0.3389929618482452,0.5030417532134677,0,0,0,0,1,0,1,0
1,0,1,1,-1.1987601143772666,1,0,1,1,0,0,1,0,0,0.8327326669291911,-0.897772567226525,0,1,0,0,0,0,1,0
0,0,0,0,0.1457906077409726,0,0,1,0,0,0,0,0,0,-1.1218054032016818,-0.5104320322417084,0,0,0,0,1,0,0,0
0,0,1,1,-0.9135523854430947,1,1,1,0,0,0,1,1,1,1.1784332779727473,-0.5376532988383974,1,1,0,0,0,0,1,0
0,0,0,0,0.34951041412252404,1,0,0,0,0,0,0,0,0,-1.4675060142452374,-0.6389058220789184,0,0,1,0,1,0,0,1
1,0,1,1,-0.22090504374581993,1,1,0,1,0,1,0,0,1,0.6781646052606785,-0.058104583647616066,0,1,0,0,0,1,0,0
0,0,1,1,0.9606698332671783,1,1,0,0,1,0,1,1,1,1.1634750784564394,1.42598387083006,0,1,0,1,0,1,0,0
0,0,0,0,-1.0765282305483357,1,0,0,0,0,0,0,0,0,-1.4658439920767585,-0.957619646867382,0,0,1,0,0,0,0,1
1,0,0,0,-1.1987601143772666,1,1,0,0,0,0,0,0,1,0.3191678168692938,-0.9060889509436658,1,1,0,0,0,0,1,0
0,0,1,1,-1.0357842692720254,1,0,1,0,0,0,0,0,0,-0.46863069098957855,-0.8527935051595485,0,0,0,0,0,0,0,1
0,0,1,1,-1.1580161531009563,1,0,0,0,0,0,0,0,0,-1.4608579255713228,-0.9796128420026324,0,0,1,0,0,0,0,1
1,0,0,0,0.02355872391204176,1,0,1,0,0,1,1,0,1,0.802816267896576,0.32839769515351014,0,1,0,0,1,0,1,0
0,1,0,0,-0.22090504374581993,1,1,0,0,1,0,0,0,1,0.44049543516823375,-0.06520770183573102,1,1,0,0,0,0,1,0
1,0,1,0,1.6125732136881428,1,1,0,0,0,0,0,0,1,-1.3711087284734766,-0.24677840309776336,0,0,1,0,1,0,0,0
1,0,0,0,-1.2802480369298872,1,0,0,0,0,0,0,0,0,-1.4974224132778526,-0.9986500811217108,0,0,1,0,0,0,0,1
1,1,0,0,1.5718292524118325,0,0,1,1,0,0,1,1,1,-0.27749814161453573,0.7509229304800765,0,0,0,1,0,0,1,0
0,0,0,0,-0.7913205016141639,1,1,0,0,0,0,0,1,1,0.703094937787858,-0.47103399160825066,0,1,0,0,0,0,1,0
0,0,1,1,-0.3023929662984405,0,0,1,1,1,0,1,1,1,-0.20603118836995452,-0.34441318912446184,1,0,0,0,0,1,0,0
1,0,0,0,1.4088534073065915,1,0,0,0,0,1,0,0,0,-0.47361675749501464,0.430951721416077,0,0,0,0,1,0,0,0
1,0,0,0,-1.2802480369298872,0,0,0,0,0,0,0,1,1,-0.9755474523755617,-0.991723437919636,1,0,0,0,0,0,1,0
1,0,0,0,-1.239504075653577,1,0,0,0,0,0,0,0,0,-0.6797075063863651,-0.9715170520180417,1,0,0,0,0,0,1,0
0,0,0,0,0.4309983366751446,1,1,0,0,0,0,0,0,1,-1.2996417752288953,-0.4831445875252542,0,0,1,0,1,1,0,0
0,0,0,0,-0.38388088885106103,1,0,1,0,0,0,0,0,1,0.3391120828910372,-0.2227116268765415,0,1,0,0,0,0,0,0
0,0,1,1,1.2866215234776606,1,0,0,0,0,0,0,0,0,-1.482464213761545,-0.4436362500255215,0,0,1,0,1,0,0,1
1,0,0,1,1.0014137945434887,1,0,0,0,0,0,0,0,1,-1.5024084797832886,-0.49093154628427466,0,0,1,0,1,0,0,1
0,1,1,0,-1.2802480369298872,1,0,0,0,0,0,0,0,1,0.18786806555948166,-0.9762818766411252,1,1,0,0,0,0,0,1
0,1,1,1,1.6125732136881428,1,1,1,1,1,1,1,1,1,0.7728998688639604,1.8275527015643618,0,0,0,0,1,1,0,0
0,0,0,0,-0.9950403079957153,1,1,1,0,0,1,0,1,0,0.21113637591818263,-0.7586882188536525,1,0,0,0,0,0,1,0
0,0,1,0,1.1643896396487297,1,1,0,1,0,0,1,1,1,1.2050256326684052,1.6270771174227812,0,1,0,0,1,0,0,0
1,0,0,0,1.2866215234776606,1,1,1,1,0,0,0,0,1,0.6482482062280629,1.32609902873135,0,1,0,1,0,1,0,0
1,1,1,0,1.5718292524118325,1,1,0,0,0,0,0,0,0,-1.3578125511256474,-0.23255010734827838,0,0,1,0,1,0,0,0
0,0,1,1,1.3273654847539709,1,1,1,1,0,1,1,0,1,1.13854474592926,1.8236040737517138,0,1,0,0,1,1,0,0
1,0,0,0,-1.1987601143772666,1,0,0,0,0,0,0,0,0,-1.5024084797832886,-0.980296682573538,0,0,1,1,0,0,0,1
1,0,0,0,-1.2802480369298872,1,0,0,0,0,0,0,0,1,-0.6364949300059207,-0.9872233257756128,1,0,0,0,0,0,1,0
1,0,0,1,-0.09867315991688907,1,0,0,1,1,0,1,0,0,-0.009912572489475814,-0.1558937852870996,0,0,0,1,0,1,0,0
1,0,1,1,-0.7098325790615433,1,0,0,1,1,1,0,1,1,0.15628964435838755,-0.5346752834489703,0,0,0,0,0,0,0,1
0,0,1,1,-0.9950403079957153,1,0,0,0,0,1,1,1,1,0.12471122315729341,-0.7583793876280823,0,0,0,0,0,0,1,0
1,0,0,0,-1.0357842692720254,1,1,0,0,0,0,1,1,0,1.0039209502824908,-0.718165150184189,1,1,0,0,0,0,0,1
0,0,1,1,1.5310852911355224,1,1,1,1,1,0,1,1,1,1.4410327805923715,2.4914957177938173,0,1,0,1,0,1,0,0
1,0,1,1,1.20513360092504,1,0,1,1,1,1,1,1,0,0.7080810042932936,1.2935393938069473,0,0,0,0,1,0,1,0
0,0,1,1,-1.0765282305483357,1,0,0,0,0,0,0,0,0,-1.4990844354463313,-0.9572887562685568,0,0,1,0,0,0,0,1
0,0,1,1,-0.7505765403378536,1,0,0,0,0,0,0,1,1,0.5352306987715161,-0.4987626237898052,0,1,0,0,0,0,0,0
0,0,0,0,-0.42462485012737133,1,1,0,0,0,0,1,0,1,0.6432621397226272,-0.20354203151793304,0,1,0,0,0,0,0,0
1,0,1,1,-0.42462485012737133,1,0,0,0,0,0,0,0,0,-1.4841262359300236,-0.822108916961822,0,0,1,1,0,0,0,1
1,0,1,1,-0.669088617785233,1,0,1,0,1,0,1,0,0,-0.01822268333186898,-0.5555875692947251,0,0,0,0,1,0,0,1
1,0,0,0,-0.9135523854430947,1,1,0,0,0,0,0,0,0,-1.2996417752288953,-0.8963607673382041,0,0,1,0,1,0,0,0
0,0,0,1,-0.7913205016141639,1,0,1,1,0,0,0,0,1,-0.2924563411308435,-0.6700536571150003,0,0,0,0,0,0,1,0
0,0,1,0,-0.5061127726799919,1,1,1,0,0,0,0,0,0,0.5850913638258751,-0.3048386735049642,1,1,0,0,0,0,1,0
0,0,0,0,-1.239504075653577,1,0,0,0,0,0,0,0,1,0.16293773303230216,-0.9477149882758802,0,1,0,0,0,0,1,0
1,0,0,0,0.8384379494382473,1,1,0,1,1,1,0,1,1,0.30254759518450747,0.7389667501758581,0,0,0,0,1,0,0,0
0,0,1,1,-0.8728084241667844,1,0,0,0,0,0,0,0,0,-1.4691680364137158,-0.9041697854704794,0,0,1,1,0,0,0,1
1,0,1,0,1.490341329859212,1,0,0,0,0,0,0,0,0,-1.4924363467724169,-0.4058264842664249,0,0,1,0,1,0,0,1
0,0,0,0,-1.1580161531009563,1,0,0,0,0,0,0,0,1,0.20282626507578946,-0.8869193555850574,1,1,0,0,0,0,0,0
1,0,1,0,1.6125732136881428,1,1,1,1,1,1,1,1,1,0.8061403122335331,1.7520214075391887,0,0,0,0,1,0,0,0
1,1,1,0,1.042157755819799,0,0,0,1,1,0,0,1,1,-0.6481290851852712,0.1623126739164985,1,0,0,0,0,0,1,0
0,0,1,1,-0.669088617785233,1,0,0,0,0,0,0,0,0,-1.4758161250876305,-0.8655658822742024,0,0,1,0,0,0,1,0
1,0,1,0,0.4309983366751446,1,0,1,0,1,1,0,0,1,0.6465861840595843,0.5541092022988284,0,1,0,1,0,0,0,0
0,0,1,0,-1.239504075653577,1,1,0,0,1,1,1,1,1,1.316381117956474,-0.9002432170310868,1,1,0,0,0,0,1,0
1,0,1,0,-0.7505765403378536,1,0,0,1,1,1,1,1,0,0.5701331643095673,-0.48599024667515117,0,0,0,0,1,0,0,1
0,0,1,0,0.8384379494382473,1,0,0,0,1,0,1,1,1,0.9989348837770544,1.1986620294371257,1,1,0,1,0,0,0,0
0,0,0,0,-0.01718523736426852,1,0,0,0,0,0,0,0,0,-1.4708300585821947,-0.7185842782760344,0,0,1,1,0,0,0,0
0,0,1,0,0.06430268518835204,1,1,0,0,0,0,0,0,0,-1.332882218598468,-0.6631490732861804,0,0,1,0,0,0,1,0
0,1,0,0,-0.7098325790615433,1,1,0,0,0,0,0,0,1,0.32082983903777235,-0.5018950547920173,1,1,0,0,0,0,0,1
0,1,0,0,-1.0357842692720254,1,0,1,0,0,0,0,0,0,0.38731072577691766,-0.7851815261329261,1,1,0,0,0,0,0,0
0,0,1,1,-0.7098325790615433,1,1,0,1,1,0,1,1,1,1.3479595391575676,-0.31944197859978435,0,1,0,0,0,0,0,0
1,0,1,0,1.1643896396487297,1,0,0,0,0,0,0,0,1,-1.4708300585821947,-0.4549968272518544,0,0,1,1,0,1,0,0
0,0,0,0,-1.2802480369298872,0,0,0,1,0,0,0,0,0,-1.1583698909082114,-0.9941499689776877,1,0,0,0,0,0,0,0
0,0,0,0,-1.2802480369298872,1,0,0,0,0,0,0,0,0,-0.6481290851852712,-0.9873777413883978,0,0,0,0,0,0,0,1
1,0,0,0,-0.9950403079957153,1,1,0,0,0,0,0,1,0,0.6548962949019775,-0.7150106598087218,1,1,0,0,0,0,0,0
1,0,1,1,0.02355872391204176,1,0,1,0,1,0,1,1,0,0.33080197204864403,0.07500167457314742,0,0,0,1,0,1,0,0
0,0,0,0,-0.7913205016141639,1,0,0,1,1,0,0,0,1,0.48038396721172105,-0.5169174879786829,1,1,0,0,0,0,1,0
0,0,1,0,-1.2802480369298872,0,0,0,0,0,0,0,0,1,-1.3295581742615108,-0.9964220844229541,1,0,0,0,0,0,1,0
1,0,0,0,-0.5061127726799919,1,0,0,1,0,0,0,0,1,-0.4320662032830488,-0.5556537474144901,0,0,0,0,0,0,0,1
1,0,0,0,-1.1987601143772666,0,0,0,0,0,1,0,0,0,-1.143411691391904,-0.9711199832994515,0,0,0,0,0,0,1,0
0,0,0,0,-0.7913205016141639,1,0,0,0,0,0,0,0,0,-1.50074645761481,-0.8993608421008862,0,0,1,1,0,0,1,0
0,0,1,0,0.30876645284621373,1,1,0,1,0,0,0,0,0,-0.27251207510909986,0.04226556466270434,0,0,0,0,0,1,0,0
1,0,1,1,0.4309983366751446,1,1,1,0,0,1,0,1,1,0.23606670844536212,0.39267870881862516,0,0,0,1,0,1,0,0
1,0,1,0,-1.0765282305483357,1,0,0,1,1,0,0,1,1,0.8709591768041999,-0.7730929895891776,1,1,0,0,0,0,1,0
0,0,1,1,1.490341329859212,1,0,0,0,0,0,0,0,0,-1.4974224132778526,-0.4005542940584762,0,0,1,0,1,0,0,0
